REPORTING_DATE,PARTNER_ID,LOAN_ID,PRODUCT,STATUS,SEGMENT,EXPOSURE_DRAWN,EXPOSURE_UNDRAWN,EXPOSURE,EAD,EAD_COLL,PD,LGD,SIZE,MATURITY,F_MORTGAGE,F_REVOLVING,F_LARGE_FIN,RW,RWA
2022-12-31,igkah913mb5749,7387811376sljj18,MORTGAGE,Performing,Retail,11343.25799,0.0,11343.25799,11438.1708,11438.1708,0.0243893,0.0,44.9952041,5.0,Y,N,N,0.0,0.0
2022-12-31,bkiee689hv8174,4167578975croe44,MORTGAGE,Performing,Retail,176706.3661,0.0,176706.3661,180236.1802,102847.8392,0.0063311,0.178618687,44.9952041,5.0,Y,N,N,0.174017335,31364.21977
2022-12-31,mncuy323re3804,6234649722iviq45,CONSUMER,Non Performing,Retail,1010.986073,0.0,1010.986073,1010.986073,0.0,1.0,0.8102,44.9952041,1.0,N,N,N,0.193748816,195.8773546
2022-12-31,wxdft515hb5769,6756611089scuq59,DEBIT_CARD,Performing,Retail,1236.289078,17.42749244,1253.71657,1266.088175,0.0,0.008238,0.3092,44.9952041,2.5,N,Y,N,0.1080819,136.8412161
2022-12-31,rhvyh790uw8461,5792784860zgom80,CREDIT_CARD,Performing,Retail,0.0,9575.545299,9575.545299,3934.591563,0.0,0.0069211,0.549,0.651981038,1.83561644,N,N,N,0.498191908,1960.181678
2022-12-31,pnrtq660bt9526,6599233205dztl78,INVESTMENT,Non Performing,Retail,42462.33431,0.0,42462.33431,42462.33431,42462.33431,1.0,0.0,0.0777592,2.25479452,Y,N,N,0.0,0.0
2022-12-31,ausmn282dk1865,9267072426gdrd24,MORTGAGE,Performing,Retail,178087.198,0.0,178087.198,181641.9947,172549.6506,0.0052429,0.013745487,44.9952041,5.0,Y,N,N,0.011742961,2133.01493
2022-12-31,bvhya754et6315,1035540002qwer15,CREDIT_CARD,Performing,Retail,0.0,2298.130872,2298.130872,1358.654971,0.0,0.00121,0.3092,44.9952041,1.49863014,N,Y,N,0.023115172,31.40554291
2022-12-31,xieuo453zo1406,5934527779evor64,MORTGAGE,Performing,Retail,60636.90122,0.0,60636.90122,61844.73178,34280.99798,0.005043,0.185408085,44.9952041,5.0,Y,N,N,0.154130469,9532.157509
2022-12-31,ikxyz210dd6902,4369999055drve75,CONSUMER,Performing,Retail,4987.288711,0.0,4987.288711,4990.764634,0.0,0.016903,0.4426,44.9952041,1.33424658,N,N,N,0.577490952,2882.121418
2022-12-31,tliwq239lb4818,8101861297dnph71,DEBIT_CARD,Performing,Retail,1587.730742,331.1032054,1918.833947,1783.40701,0.0,0.0501876,0.3092,44.9952041,2.5,N,Y,N,0.39970834,712.842655
2022-12-31,wuoaq832vf6428,1825135768vzxe77,MORTGAGE,Performing,Retail,98775.04375,0.0,98775.04375,100746.4762,100543.2256,0.0080402,0.000553991,44.9952041,5.0,Y,N,N,0.000635698,64.04430037
2022-12-31,ivcvc959wx5268,6350554716mqsc92,CREDIT_CARD,Performing,Retail,94.94153164,1820.512248,1915.453779,1260.304546,0.0,0.0185816,0.549,0.701213198,2.0,N,N,N,0.735712949,927.2223735
2022-12-31,ctiua868zj6798,3122296855nsqb60,DEBIT_CARD,Performing,Retail,2408.010254,0.900101258,2408.910355,2442.865239,0.0,0.0380023,0.4248,44.9952041,2.5,N,Y,N,0.45573467,1113.298384
2022-12-31,bjtip767pw8896,3445566612ouhy99,REVOLVING,Performing,Retail,5614.257115,33854.34041,39468.59752,24501.34035,0.0,0.002344,0.631,0.031287721,2.80821918,N,N,N,0.301339487,7383.221338
2022-12-31,dpynr938hp7002,1627807680ymgd53,CREDIT_CARD,Performing,Retail,0.0,1915.10906,1915.10906,1130.8719,0.0,0.0457181,0.3092,44.9952041,1.0,N,Y,N,0.375783828,424.963371
2022-12-31,wdtna348yu6573,3317597895yfyb73,MORTGAGE,Performing,Retail,45152.56461,0.0,45152.56461,46054.01602,37713.52455,0.0037123,0.049730711,44.9952041,5.0,Y,N,N,0.033252048,1531.390335
2022-12-31,mvslp936ik3042,5583934589zcdm81,CREDIT_CARD,Performing,Retail,1893.114032,41.70149978,1934.815532,1943.452674,0.0,0.0375282,0.3092,44.9952041,1.0,N,Y,N,0.328882204,639.1669979
2022-12-31,rvzsa957ts5600,2031807813ijuc80,CREDIT_CARD,Performing,Retail,2930.384977,0.0,2930.384977,2957.282684,0.0,0.0389269,0.4248,44.9952041,1.0,N,Y,N,0.463267316,1370.012411
2022-12-31,fzabk792yc2763,8859994299nzeg96,DEBIT_CARD,Performing,Retail,1717.766647,157.9294686,1875.696115,1817.773642,0.0,0.0077812,0.3092,44.9952041,2.5,N,Y,N,0.103413369,187.982097
2022-12-31,xsgpb988ho8754,6165317537bnqu68,DEBIT_CARD,Performing,Retail,1965.658363,0.0,1965.658363,1983.832748,0.0,0.2587316,0.3092,44.9952041,2.5,N,Y,N,0.939726506,1864.260218
2022-12-31,oohcw275jp6987,3903937656xqyy96,MORTGAGE,Non Performing,Retail,1005.441832,0.0,1005.441832,1005.441832,1005.441832,1.0,0.0,44.9952041,1.0,Y,N,N,0.0,0.0
2022-12-31,ifxcr512mn6342,6470481788qgve59,DEBIT_CARD,Performing,Retail,3.724887121,1915.10906,1918.833947,1542.131995,0.0,0.0067901,0.3092,44.9952041,2.5,N,Y,N,0.093015084,143.4415374
2022-12-31,ghwtr645vg6156,8827022293beim97,MORTGAGE,Performing,Retail,42734.46173,0.0,42734.46173,43588.05456,43588.05456,0.0026328,0.0,44.9952041,5.0,Y,N,N,0.0,0.0
2022-12-31,idrks456dx6852,2658757076ciis79,MORTGAGE,Performing,Retail,38536.46606,0.0,38536.46606,39305.80367,39305.80367,0.0109271,0.0,44.9952041,5.0,Y,N,N,0.0,0.0
2022-12-31,pgwpz534bp5732,7432602360ilma70,CREDIT_CARD,Performing,Corporate,1950.222584,33537.36113,35487.58371,15667.34443,0.0,0.0066348,0.549,15.57760774,1.0,N,N,N,0.654003931,10246.50485
2022-12-31,hizkx358bo4903,9238081690mvyf71,CREDIT_CARD,Performing,Corporate,1432.051526,8159.934984,9591.98651,4795.873561,0.0,0.0060171,0.549,1.585551639,1.41643836,N,N,N,0.63750178,3057.37793
2022-12-31,kfsgj346un8269,2504613525alkj58,MORTGAGE,Performing,Retail,3134.516451,0.0,3134.516451,3197.073489,3197.073489,0.0037123,0.0,44.9952041,1.0,Y,N,N,0.0,0.0
2022-12-31,fyxsz332wy1797,1322278250iliz21,MORTGAGE,Performing,Retail,12862.7534,0.0,12862.7534,12935.48924,12935.48924,0.3814605,0.0,1.154885262,4.25479452,Y,N,N,0.0,0.0
2022-12-31,zywgk980do4284,2631374318amzn57,CREDIT_CARD,Performing,Retail,963.6637278,6.655003983,970.3187318,983.4851066,0.0,0.0328289,0.549,0.04417091,1.0,N,N,N,0.822164993,808.587026
2022-12-31,jjqkf699hx1588,9839934390yefd12,REVOLVING,Non Performing,Retail,32618.5301,0.0,32618.5301,32618.5301,0.0,1.0,0.6447,0.619312972,1.0,N,N,N,0.271249964,8847.77513
2022-12-31,pfcel872dc1659,6647708889cfek83,MORTGAGE,Performing,Retail,56596.21261,0.0,56596.21261,57725.64818,41522.03491,0.01488,0.077080333,44.9952041,5.0,Y,N,N,0.13266927,7658.41961
2022-12-31,kpduh959uw2430,6977913491vkkb28,MORTGAGE,Performing,Retail,3067.794052,0.0,3067.794052,3069.938974,3069.938974,0.1354316,0.0,44.9952041,1.47671233,Y,N,N,0.0,0.0
2022-12-31,qigna797yu7509,3136862887coun68,DEBIT_CARD,Performing,Retail,0.0,1915.10906,1915.10906,1538.407108,0.0,0.0667278,0.3092,44.9952041,2.5,N,Y,N,0.479864007,738.2261999
2022-12-31,fmnub293mz9492,5576200405tcdc72,CREDIT_CARD,Performing,Retail,0.0,1915.10906,1915.10906,1132.212476,0.0,0.00121,0.3092,44.9952041,1.0,N,Y,N,0.023115172,26.17128576
2022-12-31,wgxfa656eh6353,8458925097plgz36,CREDIT_CARD,Performing,Retail,0.0,1872.813876,1872.813876,1107.210727,0.0,0.002356,0.3092,44.9952041,1.0,N,Y,N,0.039967119,44.25202256
2022-12-31,dpjvu753dy7202,5484267362llhm66,CREDIT_CARD,Performing,Retail,1065.049601,868.5019586,1933.55156,1428.891596,0.0,0.041562,0.3092,44.9952041,1.0,N,Y,N,0.352512662,503.7023801
2022-12-31,lcrbk499ke9588,5063160771dvvz42,CREDIT_CARD,Performing,Retail,6.271982171,10513.94874,10520.22072,6184.270176,0.0,0.0014089,0.3092,44.9952041,1.0,N,Y,N,0.026218344,162.1413249
2022-12-31,lkgvs585cy3400,5325042629mgwp52,CREDIT_CARD,Performing,Retail,313.8672238,2559.552834,2873.420058,1829.264296,0.0,0.0013309,0.3092,44.9952041,1.0,N,Y,N,0.025012531,45.75453023
2022-12-31,apmvf882lp3340,2121454574dszt28,REVOLVING,Performing,Retail,323079.923,11682.16526,334762.0882,334191.5102,77131.01738,0.023966,0.485365923,0.814401153,1.0,Y,N,N,1.121975645,374954.7353
2022-12-31,txjai241na8302,4930900003otvr76,INVESTMENT,Performing,Corporate,82779.31556,0.0,82779.31556,82919.97075,0.0,0.0093028,0.5753,4.761256054,1.0,N,N,N,0.755096361,62612.56814
2022-12-31,zlegj123wl8008,7508291548soka75,CREDIT_CARD,Performing,Retail,1772.711126,157.900742,1930.611868,1870.659379,0.0,0.0025622,0.549,0.068556934,1.16438356,N,N,N,0.278001951,520.0469572
2022-12-31,ohiop466ei7112,1741033801secn73,DEBIT_CARD,Performing,Retail,0.0,1915.10906,1915.10906,1130.8719,0.0,0.00121,0.3092,16.35704022,2.5,N,Y,N,0.023115172,26.1402981
2022-12-31,ljgel923fd5794,6944989306ytkp82,DEBIT_CARD,Performing,Retail,0.0,1436.331795,1436.331795,1153.805331,0.0,0.00121,0.3092,44.9952041,2.5,N,Y,N,0.023115172,26.6704083
2022-12-31,rkuui549ny4306,5043146648pxkf55,CREDIT_CARD,Performing,Retail,0.0,2872.66359,2872.66359,1698.318714,0.0,0.00121,0.3092,44.9952041,1.0,N,Y,N,0.023115172,39.25692864
2022-12-31,fjatt722dw9702,2173157731ycbq91,CREDIT_CARD,Performing,Retail,0.0,2393.886325,2393.886325,1415.265595,0.0,0.00121,0.3092,44.9952041,1.6630137,N,Y,N,0.023115172,32.7141072
2022-12-31,hxixc973qv3887,8412829185uoto30,CREDIT_CARD,Performing,Retail,879.1308139,566.3647778,1445.495592,1181.70847,0.0,0.0083773,0.3092,44.9952041,1.49589041,N,Y,N,0.109491065,129.3865186
2022-12-31,poooa879tc5909,6323236967ydxu17,REVOLVING,Performing,Retail,3640.6702,1149.065436,4789.735636,4304.447001,0.0,0.000391,0.631,0.009662378,1.0,N,N,N,0.081446097,350.5804099
2022-12-31,pssge993kj6432,4188890725qosk39,CONSUMER,Non Performing,Retail,5549.765818,0.0,5549.765818,5549.765818,0.0,1.0,0.9564,44.9952041,2.37534247,N,N,N,0.228749588,1269.506645
2022-12-31,wuhgt468hn9398,6784219944otai74,REVOLVING,Performing,Retail,18697.81301,5266.549915,23964.36293,21930.49795,0.0,0.005592,0.631,0.109507042,1.0,N,N,N,0.511814855,11224.35464
2022-12-31,boaii446zu2211,1702344764ridu75,MORTGAGE,Performing,Retail,26509.50456,0.0,26509.50456,27038.80241,27038.80241,0.0037123,0.0,44.9952041,4.19452055,Y,N,N,0.0,0.0
2022-12-31,kpenv255fd8512,3707375121reql85,DEBIT_CARD,Performing,Retail,1536.884596,384.4677193,1921.352315,1814.958432,0.0,0.0093723,0.3092,44.9952041,2.5,N,Y,N,0.119372067,216.6553387
2022-12-31,occwk566lu8448,3847700946uyod18,MORTGAGE,Performing,Retail,43224.75837,0.0,43224.75837,43587.74814,39339.10742,0.0091055,0.033355356,44.9952041,5.0,Y,N,N,0.041625121,1814.345284
2022-12-31,pspgc639ul2765,6214466571nhke92,CREDIT_CARD,Performing,Retail,0.0,1915.10906,1915.10906,1132.212476,0.0,0.00121,0.3092,44.9952041,1.08493151,N,Y,N,0.023115172,26.17128576
2022-12-31,dxrvm361jy6338,2964525378ryhr63,CREDIT_CARD,Performing,Retail,0.0,1915.10906,1915.10906,1132.212476,0.0,0.0176536,0.3092,44.9952041,1.58356164,N,Y,N,0.192249347,217.667109
2022-12-31,npbsc229pc7537,9523146677kuqr20,CREDIT_CARD,Performing,Corporate,0.0,9575.545299,9575.545299,3934.591563,0.0,0.0432424,0.549,1.413929249,1.0,N,N,N,1.212845843,4772.053022
2022-12-31,htevv737ng5039,1301734772gxex95,MORTGAGE,Performing,Retail,37429.31279,0.0,37429.31279,38175.96593,17424.91662,0.0082306,0.186007319,44.9952041,3.5890411,Y,N,N,0.216852166,8278.540912
2022-12-31,gyljx458af4323,5796750895sawl77,MORTGAGE,Performing,Retail,24983.54566,0.0,24983.54566,25192.89581,25192.89581,0.0052429,0.0,44.9952041,5.0,Y,N,N,0.0,0.0
2022-12-31,opane448ap3235,2208495295reti38,CREDIT_CARD,Performing,Retail,1694.555525,244.2051318,1938.760657,1834.090371,0.0,0.0852943,0.3092,44.9952041,1.16438356,N,Y,N,0.557237396,1022.023743
2022-12-31,tgujm610bj5537,7492453523gvqy74,DEBIT_CARD,Performing,Retail,890.2384465,75.47444805,965.7128945,967.091773,0.0,0.0790152,0.3092,44.9952041,2.5,N,Y,N,0.532357236,514.8383032
2022-12-31,fodqi290ah6157,3745374064edty17,CREDIT_CARD,Performing,Retail,0.0,1915.10906,1915.10906,1132.212476,0.0,0.00121,0.3092,44.9952041,1.66849315,N,Y,N,0.023115172,26.17128576
2022-12-31,cxnbi931oa9236,5738277730tzuq83,MORTGAGE,Performing,Retail,56809.65152,0.0,56809.65152,57943.71207,56830.35385,0.1116995,0.005276296,44.9952041,5.0,Y,N,N,0.026520363,1536.688263
2022-12-31,dzghu651jj4749,3804427547nroj36,CREDIT_CARD,Performing,Retail,957.9854295,957.5545299,1915.539959,1357.764446,0.0,0.00121,0.3092,44.9952041,1.0,N,Y,N,0.023115172,31.38495825
2022-12-31,iyhgk604yl2027,4503374934mwkc67,CREDIT_CARD,Performing,Retail,835.1120322,1091.794099,1926.906132,1309.599453,0.0,0.0273279,0.549,0.050612495,1.0,N,N,N,0.800180476,1047.915914
2022-12-31,kfugo585qp1693,1790735868nfeg51,MORTGAGE,Performing,Retail,139943.5974,0.0,139943.5974,142740.9493,69946.5049,0.0013099,0.212149975,44.9952041,5.0,Y,N,N,0.06565161,9371.173186
2022-12-31,dbuqu476zg5839,4532887610cgga72,DEBIT_CARD,Performing,Retail,7.267838882,2872.66359,2879.931429,1703.575689,0.0,0.0124968,0.3092,44.9952041,2.5,N,Y,N,0.148593795,253.1407764
2022-12-31,lkfqe411cr1192,4140422446qcxh62,DEBIT_CARD,Performing,Retail,4.17493775,2393.886325,2398.061263,1417.764813,0.0,0.0012426,0.3092,44.9952041,2.5,N,Y,N,0.023630332,33.50225278
2022-12-31,aixtc749rq3797,6032241795ygjc27,DEBIT_CARD,Performing,Retail,74.24877825,1175.379034,1249.627813,1018.914624,0.0,0.026725,0.3092,44.9952041,2.5,N,Y,N,0.259533875,264.4428605
2022-12-31,pslcb564qv2869,3766158781yjwk26,DEBIT_CARD,Performing,Retail,0.0,2872.66359,2872.66359,2307.610662,0.0,0.0014519,0.3092,44.9952041,2.5,N,Y,N,0.026877328,62.02240835
2022-12-31,xzpan960vs5093,3508526629bpmc20,MORTGAGE,Performing,Retail,23911.707,0.0,23911.707,24389.10539,24389.10539,0.0050754,0.0,44.9952041,5.0,Y,N,N,0.0,0.0
2022-12-31,meqnh426nn8167,9730129073hzwu49,DEBIT_CARD,Performing,Retail,962.3040004,0.0,962.3040004,969.5909904,0.0,0.0108438,0.3092,44.9952041,2.5,N,Y,N,0.133447305,129.3893051
2022-12-31,ghivb145jc9869,1556341082othu21,CREDIT_CARD,Performing,Corporate,0.0,2393.886325,2393.886325,983.6478909,0.0,0.03532,0.549,8.52728629,1.0,N,N,N,1.163645335,1144.617279
2022-12-31,otjvm457vx4541,8915888184ptxy36,MORTGAGE,Performing,Retail,151547.6454,0.0,151547.6454,154576.9074,102179.4948,0.0021212,0.141012807,44.9952041,5.0,Y,N,N,0.062660485,9685.863976
2022-12-31,mznsp722aq7060,4453854900zmvp32,DEBIT_CARD,Performing,Retail,1043.246085,399.2332102,1442.479295,1273.078323,0.0,0.0157169,0.3092,44.9952041,2.5,N,Y,N,0.176418003,224.5939358
2022-12-31,tmcnv135od7013,4763437299qhux95,MORTGAGE,Performing,Retail,155088.3565,0.0,155088.3565,158184.2739,87317.02285,0.0019194,0.186369831,44.9952041,5.0,Y,N,N,0.076882971,12161.67689
2022-12-31,whtft115yp7235,6595504691scpu72,DEBIT_CARD,Performing,Retail,956.099047,8.120062414,964.2191094,980.7752273,0.0,0.0140379,0.3092,44.9952041,2.5,N,Y,N,0.162164428,159.0468533
2022-12-31,lijag830mx8827,4781232767htjj22,CREDIT_CARD,Performing,Retail,116.266271,3633.651326,3749.917597,2262.643901,0.0,0.00121,0.3092,44.9952041,1.0,N,Y,N,0.023115172,52.3014022
2022-12-31,sikal327la8521,4598917392seee24,MORTGAGE,Performing,Retail,20944.43702,0.0,20944.43702,21119.90889,15715.14556,0.0175298,0.070272463,44.9952041,5.0,Y,N,N,0.134138874,2833.000796
2022-12-31,munvd464oc1532,2452504635urpn39,DEBIT_CARD,Performing,Retail,1647.31936,1233.923918,2881.243278,2516.865053,0.0,0.0012402,0.3092,44.9952041,2.5,N,Y,N,0.023592497,59.37913221
2022-12-31,fhmyb374qs8228,8747920968bzol43,CREDIT_CARD,Performing,Retail,1.091612164,1915.10906,1916.200672,1131.963512,0.0,0.0054709,0.3092,44.9952041,1.0,N,Y,N,0.078517233,88.87864241
2022-12-31,ygrfm897ep9498,5302260273cfdn79,MORTGAGE,Performing,Retail,33182.98935,0.0,33182.98935,33844.95637,22804.60161,0.0037123,0.089575575,44.9952041,5.0,Y,N,N,0.059894002,2027.109872
2022-12-31,rhzwe460ye9312,9355589449zxno92,DEBIT_CARD,Performing,Retail,0.0,4213.239932,4213.239932,3563.558334,0.0,0.00121,0.3092,44.9952041,2.5,N,Y,N,0.023115172,82.37226266
2022-12-31,gecfk103kv4807,6206380391dcvg47,DEBIT_CARD,Performing,Retail,0.0,1915.10906,1915.10906,1538.407108,0.0,0.0084548,0.3092,44.9952041,2.5,N,Y,N,0.110272209,169.6435497
2022-12-31,kvmgo368pc2053,1307963371sdcs95,MORTGAGE,Performing,Retail,35904.75192,0.0,35904.75192,36622.43904,22999.67461,0.0072436,0.10214533,44.9952041,5.0,Y,N,N,0.109170345,3998.084296
2022-12-31,ywwwz589ix1382,2860049617hyzx28,MORTGAGE,Performing,Retail,22146.8957,0.0,22146.8957,22332.79534,22332.79534,0.0132545,0.15,44.9952041,5.0,Y,N,N,0.239702248,5353.221257
2022-12-31,vjnot319js3058,3973201837pxlf75,CONSUMER,Non Performing,Retail,29897.524,0.0,29897.524,29897.524,0.0,1.0,0.8248,44.9952041,1.0,N,N,N,0.196249919,5867.386655
2022-12-31,seymf729am1403,5819291519kgez32,DEBIT_CARD,Performing,Retail,1640.013219,292.9159307,1932.92915,1855.060815,0.0,0.0021183,0.3092,44.9952041,2.5,N,Y,N,0.036648897,67.98593326
2022-12-31,vyrtp364fi6420,2137565938lppi33,MORTGAGE,Performing,Retail,30728.29831,0.0,30728.29831,31342.05246,31342.05246,0.0090984,0.0,44.9952041,5.0,Y,N,N,0.0,0.0
2022-12-31,qceye688pl5964,7976316313dukk70,MORTGAGE,Performing,Retail,70150.6651,0.0,70150.6651,71552.84092,71018.85106,0.0150351,0.002049305,44.9952041,5.0,Y,N,N,0.003550612,254.0563777
2022-12-31,nrpxe602bv2920,2332210436tvlw31,CREDIT_CARD,Performing,Retail,0.0,4787.77265,4787.77265,2830.53119,0.0,0.0029629,0.3092,44.9952041,1.0,N,Y,N,0.048126544,136.2236847
2022-12-31,nbppw957eu5954,5729109293iolb32,CREDIT_CARD,Performing,Retail,292.6669665,4524.540909,4817.207876,2153.827404,0.0,0.087243,0.549,0.612871378,1.0,N,N,N,0.938665326,2021.723103
2022-12-31,xogvx160fb8667,8711769078tmiz13,DEBIT_CARD,Performing,Retail,0.0,1915.10906,1915.10906,1538.407108,0.0,0.0301322,0.3092,44.9952041,2.5,N,Y,N,0.282475779,434.5627468
2022-12-31,tbyrl415jf4227,6448685559riqn57,DEBIT_CARD,Performing,Retail,1917.005018,6.348586533,1923.353604,1948.757526,0.0,0.0520389,0.3092,44.9952041,2.5,N,Y,N,0.409308599,797.6432124
2022-12-31,eqbrt500ye3990,4425469197qvkp57,DEBIT_CARD,Performing,Retail,0.0,7468.925333,7468.925333,4410.400409,0.0,0.0167892,0.3092,44.9952041,2.5,N,Y,N,0.185259367,817.0679864
2022-12-31,xqlcr226rp1918,9685057168xpfq15,CREDIT_CARD,Performing,Retail,2827.668102,1999.737729,4827.405832,3719.658874,0.0,0.015074,0.549,0.216713524,1.50136986,N,N,N,0.691302661,2571.410078
2022-12-31,sqrnn263ls7215,3061089176lhgv97,DEBIT_CARD,Performing,Retail,1058.921252,859.587126,1918.508378,1664.066989,0.0,0.0039571,0.3092,44.9952041,2.5,N,Y,N,0.060717465,101.0379284
2022-12-31,lldan808gh2209,1922169672nbcw24,MORTGAGE,Performing,Retail,50266.8825,0.0,50266.8825,51271.25187,44319.42514,0.0147632,0.037232787,44.9952041,5.0,Y,N,N,0.063763044,3269.2111
2022-12-31,rwxbf818nx1708,4027668835juyb23,CREDIT_CARD,Non Performing,Corporate,0.0,18728.13876,18728.13876,7551.188843,0.0,1.0,0.5311,160.2078917,1.16164384,N,N,N,0.2237497,1689.576241
2022-12-31,routm786ae6104,3427743859hnab41,DEBIT_CARD,Performing,Retail,0.0,1915.10906,1915.10906,1130.8719,0.0,0.0012402,0.3092,44.9952041,2.5,N,Y,N,0.023592497,26.68009235
2022-12-31,npbyn878pa9645,6075920940sjhc99,MORTGAGE,Performing,Retail,13106.81489,0.0,13106.81489,13216.43574,13138.01202,0.0196064,0.002030547,44.9952041,5.0,Y,N,N,0.004154872,54.91259857
2022-12-31,lnxxo616cg8466,9377499384bhzd84,DEBIT_CARD,Performing,Retail,1331.268912,600.3675392,1931.636451,1757.964786,0.0,0.0748052,0.3092,44.9952041,2.5,N,Y,N,0.514966009,905.2921105
2022-12-31,jugqt307ti4542,9321775385kxth37,CREDIT_CARD,Performing,Retail,0.0,1915.10906,1915.10906,1132.212476,0.0,0.00121,0.3092,44.9952041,1.24657534,N,Y,N,0.023115172,26.17128576
2022-12-31,buwwp877wd3287,9516876898mpgm12,MORTGAGE,Performing,Retail,211461.7078,0.0,211461.7078,215688.6887,104315.9713,0.0016631,0.214805193,44.9952041,5.0,Y,N,N,0.079603302,17169.53187
2022-12-31,mcjho504os3068,5554166154ythb30,CREDIT_CARD,Performing,Retail,0.0,1244.820889,1244.820889,1043.782315,0.0,0.0028825,0.3092,44.9952041,1.91232877,N,Y,N,0.047068856,49.12963952
2022-12-31,kntxp106ui6953,2176407678pwku39,MORTGAGE,Performing,Retail,70293.60884,0.0,70293.60884,71694.79838,71694.79838,0.0030969,0.0,44.9952041,3.96164384,Y,N,N,0.0,0.0
2022-12-31,bahrq340zy5053,9096661285avof84,MORTGAGE,Performing,Retail,24449.26854,0.0,24449.26854,24937.83201,24937.83201,0.0091055,0.0,44.9952041,4.59726027,Y,N,N,0.0,0.0
2022-12-31,ddjnb643di5087,1034995275ykcf21,CREDIT_CARD,Performing,Retail,828.8879277,1103.763531,1932.651459,1412.383356,0.0,0.0043571,0.3092,44.9952041,1.0,N,Y,N,0.065563038,92.60014331
2022-12-31,ekobc509jj1602,6306928433mgva98,CREDIT_CARD,Performing,Retail,0.0,3830.21812,3830.21812,1573.836625,0.0,0.0166292,0.549,0.669465356,1.0,N,N,N,0.71285009,1121.909579
2022-12-31,gbynq837vj1377,5607828888vgtj35,CREDIT_CARD,Performing,Retail,1865.86203,58.59276169,1924.454792,1916.890111,0.0,0.00121,0.3092,44.9952041,1.0,N,Y,N,0.023115172,44.309244
2022-12-31,clxmx497lf6792,8887200469xdin44,CREDIT_CARD,Performing,Retail,1853.921325,2960.050016,4813.971342,3081.81265,0.0,0.0075574,0.3092,44.9952041,1.0,N,Y,N,0.101098559,311.5668173
2022-12-31,ondoh943ju4762,1516575093zykp18,DEBIT_CARD,Performing,Retail,1929.625587,0.0,1929.625587,1947.436101,0.0,0.0470613,0.3092,44.9952041,2.5,N,Y,N,0.383088796,746.0409521
2022-12-31,xcmks522dw4456,6594496192pare48,DEBIT_CARD,Performing,Retail,585.7169549,1336.631217,1922.348172,1519.256017,0.0,0.0094833,0.3092,44.9952041,2.5,N,Y,N,0.120455268,183.0023912
2022-12-31,qnrzl866qn3196,6033781983sinr38,MORTGAGE,Performing,Retail,59713.33987,0.0,59713.33987,60906.37621,40221.56095,0.0145765,0.093258713,44.9952041,5.0,Y,N,N,0.158417347,9648.62654
2022-12-31,jgrjj993qr7067,3626377381eydt69,DEBIT_CARD,Performing,Retail,0.0,1436.331795,1436.331795,1153.805331,0.0,0.002325,0.3092,44.9952041,2.5,N,Y,N,0.039538642,45.61989561
2022-12-31,aakvt947lf2134,6357178970plwz52,MORTGAGE,Performing,Retail,58880.66961,0.0,58880.66961,60054.67934,44215.85604,0.0021163,0.072423014,44.9952041,5.0,Y,N,N,0.032126758,1929.362155
2022-12-31,gpmer112gh8962,1128181692xrse49,DEBIT_CARD,Performing,Retail,1910.560676,18.14565834,1928.706334,1950.442822,0.0,0.0748052,0.3092,44.9952041,2.5,N,Y,N,0.514966009,1004.411757
2022-12-31,sawex442kt4265,7183266944bhec23,CREDIT_CARD,Performing,Retail,75.34996596,2511.971949,2587.321915,1560.938366,0.0,0.00121,0.3092,44.9952041,1.82739726,N,Y,N,0.023115172,36.0813583
2022-12-31,edndw717fl4594,7531233684pmux96,DEBIT_CARD,Performing,Retail,1638.126837,284.6618107,1922.788647,1808.236399,0.0,0.0230788,0.3092,44.9952041,2.5,N,Y,N,0.233685951,422.5594423
2022-12-31,cpyke229iy1665,9659002230ectw99,DEBIT_CARD,Performing,Retail,52.80913232,4735.078424,4787.887556,3856.866862,0.0,0.00121,0.3092,44.9952041,2.5,N,Y,N,0.023115172,89.15213964
2022-12-31,kyavz927bl1668,6262454458bxiq72,MORTGAGE,Performing,Retail,45715.08001,0.0,45715.08001,46628.18486,32511.65744,0.0117889,0.083134234,44.9952041,5.0,Y,N,N,0.123106115,5740.214677
2022-12-31,rsiwk918yn6446,8464495922mich99,CREDIT_CARD,Performing,Corporate,0.0,8779.386585,8779.386585,3588.138759,0.0,0.0053943,0.549,52.97334468,1.0,N,N,N,0.702713561,2521.433766
2022-12-31,frwmc329rl3650,7356625949iomq82,MORTGAGE,Performing,Retail,107380.6533,0.0,107380.6533,109526.5713,63756.25958,0.0397846,0.1738432,44.9952041,5.0,Y,N,N,0.537438096,58863.75201
2022-12-31,ezafk977hu5103,2703004723ycmz21,DEBIT_CARD,Performing,Retail,0.0,4787.77265,4787.77265,2827.17975,0.0,0.00121,0.3092,44.9952041,2.5,N,Y,N,0.023115172,65.35074526
2022-12-31,wkkgm424av8156,3159941081ioxb22,MORTGAGE,Performing,Retail,52462.64122,0.0,52462.64122,52899.81274,32721.1225,0.0110636,0.104746464,44.9952041,5.0,Y,N,N,0.148779743,7870.420526
2022-12-31,cnjuc803jh9012,2899368809svdu76,CREDIT_CARD,Performing,Retail,975.5661306,0.0,975.5661306,995.9333155,0.0,0.1977322,0.3092,44.9952041,1.0,N,Y,N,0.855422783,851.944048
